Timestamp,Event,Temperature,Pressure,Altitude,Humidity,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Latitude,Longitude,DateTime,DS18B20Temperature
4251,[INFO] Initializing sensors...
4753,[INFO] Rocket initialized
12627,[INFO] Command received: 1
12632,[INFO] Ping received from control panel
12636,[INFO] Command processed: 1
220571,[INFO] Command received: 5
220580,[INFO] Wake up command received from control panel
220585,[INFO] Command processed: 5
220590,[STATE] WAKING_UP
220594,[STATE] CHECKING_ROCKET
220601,[INFO] Checking sensors...
220606,[INFO] Reading DS18B20 sensor...
220671,[INFO] DS18B20 sensor OK
220676,SensorData,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,
,22.37
220681,[INFO] Reading BME280 sensor...
220691,[INFO] BME280 sensor OK
220696,SensorData,21.66,940.09,627.76,43.24,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,
,22.37
220702,[INFO] Reading MPU6050 sensor...
220709,[INFO] MPU6050 sensor OK
220714,SensorData,21.66,940.09,627.76,43.24,1.36,0.20,12.81,-7.42,0.79,0.08,0.000000,0.000000,
,22.37
220722,[INFO] Reading GPS sensor...
220727,[INFO] Ground altitude: 627.76m
220731,[INFO] GPS sensor OK
220736,SensorData,21.66,940.09,627.76,43.24,1.36,0.20,12.81,-7.42,0.79,0.08,0.000000,0.000000,
,22.37
220746,[INFO] Sensors OK
220751,SensorData,21.66,940.09,627.76,43.24,1.36,0.20,12.81,-7.42,0.79,0.08,0.000000,0.000000,
,22.37
221757,[INFO] Rocket ready transmitted successfully
221762,[STATE] WAITING_FOR_LAUNCH
232709,[INFO] Command received: 6
232714,[INFO] Lunch command received from control panel
232721,[INFO] Command processed: 6
232725,[STATE] FLIGHT
232799,SensorData,21.66,940.07,627.93,43.10,1.36,0.17,12.75,-7.35,0.99,-0.11,0.000000,0.000000,
,22.44
232805,[INFO] Telemetry transmitted successfully
232880,SensorData,21.66,940.04,628.20,43.09,1.36,0.20,12.87,-7.48,0.63,-0.04,0.000000,0.000000,
,22.44
232957,SensorData,21.67,940.07,627.93,43.12,1.33,0.20,12.84,-7.40,0.67,-0.04,0.000000,0.000000,
,22.44
232964,[INFO] Telemetry transmitted successfully
233041,SensorData,21.66,940.04,628.17,43.09,1.38,0.23,12.74,-7.34,0.73,-0.18,0.000000,0.000000,
,22.37
233118,SensorData,21.66,940.06,628.01,43.09,1.37,0.20,12.77,-7.27,1.18,0.05,0.000000,0.000000,
,22.44
233125,[INFO] Telemetry transmitted successfully
233200,SensorData,21.66,940.06,628.02,43.09,1.35,0.24,12.77,-7.24,0.85,0.13,0.000000,0.000000,
,22.44
233277,SensorData,21.66,940.06,628.04,43.09,1.37,0.15,12.81,-7.41,0.85,0.03,0.000000,0.000000,
,22.44
233288,[INFO] Telemetry transmitted successfully
