Timestamp,Event,Temperature,Pressure,Altitude,Humidity,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Latitude,Longitude,DateTime
107,[INFO] Rocket initialized
113,[INFO] Initializing sensors...
5000,[STATE] WAKING_UP
10000,[STATE] CHECKING_ROCKET
10004,[INFO] Checking sensors...
10009,[INFO] Reading BME280 sensor...
10018,[INFO] BME280 sensor OK
10023,[INFO] Reading MPU6050 sensor...
10030,[INFO] MPU6050 sensor OK
10035,[INFO] Reading GPS sensor...
310040,[ERROR] Failed to read GPS sensor
310045,[STATE] ERROR
315045,[STATE] IDLE
320045,[STATE] WAKING_UP
325045,[STATE] CHECKING_ROCKET
325049,[INFO] Checking sensors...
325054,[INFO] Reading BME280 sensor...
325063,[INFO] BME280 sensor OK
325067,[INFO] Reading MPU6050 sensor...
325075,[INFO] MPU6050 sensor OK
325079,[INFO] Reading GPS sensor...
625084,[ERROR] Failed to read GPS sensor
625089,[STATE] ERROR
630089,[STATE] IDLE
635089,[STATE] WAKING_UP
640089,[STATE] CHECKING_ROCKET
640093,[INFO] Checking sensors...
640097,[INFO] Reading BME280 sensor...
640109,[INFO] BME280 sensor OK
640113,[INFO] Reading MPU6050 sensor...
640121,[INFO] MPU6050 sensor OK
640125,[INFO] Reading GPS sensor...
859211,[INFO] GPS sensor OK
859215,[INFO] Sensors OK
859220,SensorData,22.01,939.00,637.35,45.68,0.72,0.56,10.01,-1.21,2.22,2.18,40.301704,-3.836174,3/3/2025 16:3:39
859225,[STATE] WAITING_FOR_LAUNCH
869225,[STATE] FLIGHT
869248,SensorData,22.18,938.96,637.72,46.59,-0.23,0.34,10.13,-2.21,1.44,1.79,40.301704,-3.836174,3/3/2025 16:3:39
869352,SensorData,22.18,938.96,637.72,46.16,-0.12,0.25,9.85,-1.41,2.57,1.32,40.301704,-3.836174,3/3/2025 16:3:39
869398,SensorData,22.17,938.92,638.04,46.75,-0.13,0.25,10.04,0.65,2.11,1.56,40.301704,-3.836174,3/3/2025 16:3:39
869472,SensorData,22.18,938.93,638.02,46.79,-0.22,0.21,10.01,-2.03,2.26,2.08,40.301704,-3.836174,3/3/2025 16:3:39
869536,SensorData,22.18,938.95,637.83,46.88,-0.11,0.18,10.03,0.25,2.11,2.53,40.301704,-3.836174,3/3/2025 16:3:39
869590,SensorData,22.18,938.94,637.91,46.89,-0.24,0.25,10.19,-0.21,2.15,2.73,40.301704,-3.836174,3/3/2025 16:3:39
869666,SensorData,22.18,938.93,637.96,47.21,-0.16,0.33,10.26,1.52,2.52,2.32,40.301704,-3.836174,3/3/2025 16:3:39
869730,SensorData,22.18,938.95,637.81,46.50,-0.27,0.26,10.01,-1.06,1.75,1.71,40.301704,-3.836174,3/3/2025 16:3:39
869784,SensorData,22.19,938.95,637.80,46.89,-0.26,0.35,10.21,-5.12,1.50,2.97,40.301704,-3.836174,3/3/2025 16:3:39
869838,SensorData,22.18,938.96,637.72,46.83,-0.27,0.21,10.13,3.50,2.18,3.30,40.301704,-3.836174,3/3/2025 16:3:39
870151,SensorData,22.17,938.92,638.09,46.80,-0.22,0.17,9.97,0.09,2.03,2.21,40.301704,-3.836174,3/3/2025 16:3:50
870177,SensorData,22.19,938.98,637.60,46.73,-0.87,0.73,11.67,-138.82,0.66,-2.43,40.301704,-3.836174,3/3/2025 16:3:50
870221,SensorData,22.19,938.97,637.63,46.73,1.38,-0.77,10.58,-171.34,30.17,-16.02,40.301704,-3.836174,3/3/2025 16:3:50
870265,SensorData,22.19,938.96,637.75,46.71,-0.48,-2.43,16.52,-34.08,-53.24,-31.82,40.301704,-3.836174,3/3/2025 16:3:50
870309,SensorData,22.19,938.97,637.69,46.73,-2.53,-3.20,18.73,65.09,-157.68,-76.95,40.301704,-3.836174,3/3/2025 16:3:50
870385,SensorData,22.18,938.96,637.75,46.22,5.34,-3.32,15.12,-13.37,-107.37,-49.32,40.301704,-3.836174,3/3/2025 16:3:50
870459,SensorData,22.18,938.93,638.02,46.85,6.11,-1.37,11.36,-66.38,7.95,-40.05,40.301704,-3.836174,3/3/2025 16:3:50
870513,SensorData,22.19,938.98,637.55,46.92,3.24,-0.51,8.89,84.91,141.12,-37.24,40.301704,-3.836174,3/3/2025 16:3:50
870577,SensorData,22.19,938.96,637.74,46.96,0.90,-3.05,15.94,53.41,99.47,4.44,40.301704,-3.836174,3/3/2025 16:3:50
870643,SensorData,22.20,938.95,638.10,46.45,1.45,-5.39,6.15,-20.02,-38.22,-5.50,40.301704,-3.836174,3/3/2025 16:3:50
870697,SensorData,22.18,938.92,638.10,46.85,1.08,-3.64,13.21,23.75,-22.98,-37.38,40.301704,-3.836174,3/3/2025 16:3:50
870731,SensorData,22.19,938.91,638.13,46.77,-1.55,-2.79,9.60,10.32,-64.05,-41.85,40.301704,-3.836174,3/3/2025 16:3:50
871184,SensorData,22.19,938.89,638.42,46.91,1.49,0.44,11.20,11.45,-36.63,-38.53,40.301510,-3.837097,3/3/2025 16:3:51
871218,SensorData,22.18,938.78,639.28,45.93,-0.04,-1.97,6.45,-16.19,20.77,-48.68,40.301510,-3.837097,3/3/2025 16:3:51
871304,SensorData,22.17,938.81,639.03,45.93,0.65,0.65,14.65,-4.00,-2.53,-46.33,40.301510,-3.837097,3/3/2025 16:3:51
871348,SensorData,22.18,938.83,638.91,46.03,-3.62,-1.17,13.25,-29.91,-40.98,-40.23,40.301510,-3.837097,3/3/2025 16:3:51
871402,SensorData,22.16,938.81,639.02,45.99,-0.36,2.01,7.42,-101.31,-88.06,-69.89,40.301510,-3.837097,3/3/2025 16:3:51
871466,SensorData,22.17,938.82,639.01,45.95,1.69,-0.61,13.74,-101.76,31.49,-111.11,40.301510,-3.837097,3/3/2025 16:3:51
871542,SensorData,22.16,938.75,639.59,45.94,3.94,-0.40,3.40,-62.94,14.86,-85.12,40.301510,-3.837097,3/3/2025 16:3:51
871596,SensorData,22.16,938.74,639.66,45.86,2.43,2.24,14.73,19.68,-61.29,-33.60,40.301510,-3.837097,3/3/2025 16:3:51
871660,SensorData,22.17,938.74,639.65,45.85,4.15,-0.83,1.65,-117.50,-32.66,-38.45,40.301510,-3.837097,3/3/2025 16:3:51
871724,SensorData,22.16,938.73,639.73,45.78,5.94,-1.99,10.06,-57.64,-21.47,-41.01,40.301510,-3.837097,3/3/2025 16:3:51
871780,SensorData,22.17,938.74,639.70,45.74,-1.92,-1.99,5.90,6.41,121.46,-105.07,40.301510,-3.837097,3/3/2025 16:3:51
871834,SensorData,22.17,938.74,639.68,45.74,-0.37,-3.62,12.05,11.02,4.34,-70.15,40.301510,-3.837097,3/3/2025 16:3:51
872188,SensorData,22.16,938.74,639.71,45.68,0.08,-2.09,10.80,64.95,20.46,-126.48,40.301487,-3.837100,3/3/2025 16:3:52
872222,SensorData,22.17,938.74,639.69,45.55,-0.43,-0.56,12.95,-58.41,31.15,-0.28,40.301487,-3.837100,3/3/2025 16:3:52
872308,SensorData,22.17,938.72,639.87,45.54,-1.67,-1.89,11.65,-70.75,-10.24,-25.96,40.301487,-3.837100,3/3/2025 16:3:52
872352,SensorData,22.16,938.70,640.04,45.49,0.89,-5.56,13.33,-20.61,-198.56,-39.74,40.301487,-3.837100,3/3/2025 16:3:52
872406,SensorData,22.17,938.70,640.06,45.49,-1.88,-2.42,6.67,-10.84,-36.00,-82.46,40.301487,-3.837100,3/3/2025 16:3:52
872470,SensorData,22.17,938.70,640.01,45.44,-2.96,0.10,10.30,13.81,-29.29,-133.47,40.301487,-3.837100,3/3/2025 16:3:52
872544,SensorData,22.17,938.70,640.06,45.44,1.85,-0.99,8.03,-38.47,-24.92,-93.96,40.301487,-3.837100,3/3/2025 16:3:52
872590,SensorData,22.17,938.70,640.08,45.41,3.10,-3.79,8.36,0.66,51.37,-111.27,40.301487,-3.837100,3/3/2025 16:3:52
872664,SensorData,22.16,938.68,640.18,45.39,3.13,-1.41,3.16,53.38,143.77,-74.99,40.301487,-3.837100,3/3/2025 16:3:52
