Timestamp,Event,Temperature,Pressure,Altitude,Humidity,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Latitude,Longitude,DateTime
158054,SensorData,21.64,941.76,612.94,43.95,-2.83,-1.99,16.76,-78.06,169.40,-150.90,40.301517,-3.838866,3/2/2025 16:1:43
158120,SensorData,21.64,941.74,613.11,43.93,3.12,2.79,19.61,-125.45,-24.82,-177.82,40.301517,-3.838866,3/2/2025 16:1:43
158184,SensorData,21.64,941.74,613.11,43.93,5.52,-1.59,8.13,-91.06,89.15,-70.07,40.301517,-3.838866,3/2/2025 16:1:43
158248,SensorData,21.64,941.77,612.87,43.96,3.59,-2.34,11.76,53.45,87.50,-174.93,40.301517,-3.838866,3/2/2025 16:1:43
158312,SensorData,21.64,941.75,613.05,43.88,5.47,-1.03,3.42,-7.71,7.92,-20.68,40.301517,-3.838866,3/2/2025 16:1:43
158356,SensorData,21.64,941.75,613.05,43.88,0.34,1.15,8.68,-3.05,-55.71,-63.63,40.301517,-3.838866,3/2/2025 16:1:43
158412,SensorData,21.63,941.72,613.31,43.89,0.86,-0.90,1.27,-33.06,-45.62,-13.95,40.301517,-3.838866,3/2/2025 16:1:43
158816,SensorData,21.63,941.72,613.31,43.89,3.22,-1.41,13.71,-76.06,2.40,-16.52,40.301491,-3.838919,3/2/2025 16:1:44
158850,SensorData,21.62,941.68,613.69,43.76,8.87,3.03,16.58,-119.71,99.97,-105.21,40.301491,-3.838919,3/2/2025 16:1:44
158924,SensorData,21.62,941.68,613.69,43.76,8.43,2.19,2.28,-84.88,24.95,-25.05,40.301491,-3.838919,3/2/2025 16:1:44
158980,SensorData,21.61,941.66,613.86,43.73,6.61,1.72,11.40,9.15,104.73,-190.41,40.301491,-3.838919,3/2/2025 16:1:44
159034,SensorData,21.61,941.66,613.86,43.73,4.17,0.89,7.28,1.71,78.93,-19.12,40.301491,-3.838919,3/2/2025 16:1:44
159098,SensorData,21.61,941.66,613.83,43.70,4.35,-1.51,7.40,-32.68,23.45,-26.00,40.301491,-3.838919,3/2/2025 16:1:44
159152,SensorData,21.61,941.66,613.83,43.70,3.80,-1.81,13.17,-70.96,-1.74,-29.11,40.301491,-3.838919,3/2/2025 16:1:44
159218,SensorData,21.60,941.65,613.98,43.75,3.34,-4.19,7.90,-48.48,-60.76,78.67,40.301491,-3.838919,3/2/2025 16:1:44
159282,SensorData,21.60,941.63,614.12,43.71,-1.92,-0.69,10.59,-32.63,-2.62,-41.68,40.301491,-3.838919,3/2/2025 16:1:44
159326,SensorData,21.60,941.63,614.12,43.71,-0.92,-3.34,11.22,56.27,16.92,-132.29,40.301491,-3.838919,3/2/2025 16:1:44
159380,SensorData,21.60,941.64,614.02,43.65,-2.92,6.32,11.33,-3.33,-24.76,-64.82,40.301491,-3.838919,3/2/2025 16:1:44
159814,SensorData,21.60,941.64,614.02,43.65,2.22,-2.72,8.86,-23.34,80.98,-132.15,40.301495,-3.838893,3/2/2025 16:1:45
159850,SensorData,21.59,941.57,614.63,43.66,0.28,0.15,11.23,-73.68,34.89,-80.40,40.301495,-3.838893,3/2/2025 16:1:45
159934,SensorData,21.59,941.57,614.63,43.66,0.96,-2.67,10.79,-34.66,51.61,-129.92,40.301495,-3.838893,3/2/2025 16:1:45
159978,SensorData,21.59,941.56,614.74,43.70,0.06,-0.45,10.38,-33.44,38.23,-116.04,40.301495,-3.838893,3/2/2025 16:1:45
160032,SensorData,21.59,941.57,614.64,43.66,-0.13,-2.34,2.93,18.08,85.98,-116.08,40.301495,-3.838893,3/2/2025 16:1:45
160098,SensorData,21.59,941.57,614.64,43.66,-0.31,2.43,13.84,-62.45,98.60,-108.31,40.301495,-3.838893,3/2/2025 16:1:45
160152,SensorData,21.58,941.55,614.86,43.65,-1.07,-1.72,4.60,-64.05,86.17,-74.67,40.301495,-3.838893,3/2/2025 16:1:45
160216,SensorData,21.58,941.55,614.86,43.65,-1.59,-0.44,14.94,-4.34,-31.21,-234.12,40.301495,-3.838893,3/2/2025 16:1:45
160290,SensorData,21.58,941.53,614.99,43.67,1.03,-1.47,7.06,-40.08,-3.79,-138.32,40.301495,-3.838893,3/2/2025 16:1:45
160326,SensorData,21.58,941.56,614.77,43.65,0.22,5.83,15.23,-90.52,-17.00,-82.37,40.301495,-3.838893,3/2/2025 16:1:45
160380,SensorData,21.58,941.56,614.77,43.65,0.29,-2.43,6.88,-33.87,-11.35,-51.98,40.301495,-3.838893,3/2/2025 16:1:45
160814,SensorData,21.58,941.56,614.71,43.64,2.82,2.13,9.30,6.34,19.57,-130.05,40.301491,-3.838889,3/2/2025 16:1:46
160848,SensorData,21.56,941.54,614.87,43.63,-5.24,-8.21,14.08,23.59,32.99,-31.15,40.301491,-3.838889,3/2/2025 16:1:46
160932,SensorData,21.55,941.55,614.80,43.61,-2.55,2.95,11.35,14.28,11.77,-89.66,40.301491,-3.838889,3/2/2025 16:1:46
160978,SensorData,21.55,941.55,614.80,43.61,-2.04,0.16,12.42,-56.44,70.44,-114.89,40.301491,-3.838889,3/2/2025 16:1:46
161022,SensorData,21.55,941.56,614.71,43.59,-2.17,2.15,8.82,-80.51,117.61,-220.28,40.301491,-3.838889,3/2/2025 16:1:46
161096,SensorData,21.55,941.56,614.71,43.59,-0.68,7.18,18.30,-60.35,30.46,-200.00,40.301491,-3.838889,3/2/2025 16:1:46
161150,SensorData,21.56,941.55,614.80,43.62,2.05,-4.73,8.24,-54.37,68.91,-79.09,40.301491,-3.838889,3/2/2025 16:1:46
161216,SensorData,21.55,941.53,615.04,43.61,2.95,3.41,13.97,21.97,-25.37,-141.49,40.301491,-3.838889,3/2/2025 16:1:46
161280,SensorData,21.55,941.53,615.04,43.61,8.10,-4.30,2.44,49.91,30.48,-34.38,40.301491,-3.838889,3/2/2025 16:1:46
161324,SensorData,21.54,941.50,615.30,43.59,4.51,4.52,6.36,-47.99,-23.75,-46.43,40.301491,-3.838889,3/2/2025 16:1:46
161378,SensorData,21.54,941.50,615.30,43.59,3.74,0.17,4.40,-46.14,-65.98,34.04,40.301491,-3.838889,3/2/2025 16:1:46
161784,SensorData,21.54,941.48,615.42,43.64,-3.07,-2.79,12.85,-33.18,0.44,-13.20,40.301491,-3.838889,3/2/2025 16:1:47
161808,SensorData,21.53,941.44,615.78,43.61,0.64,3.02,13.79,-125.88,73.60,-128.15,40.301491,-3.838889,3/2/2025 16:1:47
161852,SensorData,21.53,941.44,615.78,43.61,3.79,-3.61,11.32,-104.31,73.82,-137.89,40.301491,-3.838889,3/2/2025 16:1:47
161906,SensorData,21.53,941.46,615.58,43.58,6.55,-0.32,15.10,-35.82,97.66,-210.40,40.301491,-3.838889,3/2/2025 16:1:47
161952,SensorData,21.53,941.46,615.58,43.60,3.05,-4.91,5.10,35.97,97.04,-120.32,40.301491,-3.838889,3/2/2025 16:1:47
162026,SensorData,21.53,941.47,615.50,43.60,5.08,-0.94,7.50,31.48,103.36,-160.40,40.301491,-3.838889,3/2/2025 16:1:47
162070,SensorData,21.53,941.43,615.86,43.61,1.02,0.35,7.64,5.04,51.43,-53.77,40.301491,-3.838889,3/2/2025 16:1:47
162134,SensorData,21.53,941.43,615.86,43.61,2.15,0.62,9.71,-29.34,-20.29,-46.85,40.301491,-3.838889,3/2/2025 16:1:47
162279,SensorData,21.51,941.44,615.82,43.62,-2.29,-5.35,10.56,-15.80,39.73,19.39,40.301491,-3.838889,3/2/2025 16:1:47
162785,SensorData,21.51,941.44,615.82,43.62,-3.03,-2.75,11.56,-29.30,12.35,-23.85,40.301491,-3.838889,3/2/2025 16:1:48
162809,SensorData,21.49,941.39,616.26,43.61,3.97,-1.26,6.19,34.14,64.47,-160.51,40.301491,-3.838889,3/2/2025 16:1:48
162853,SensorData,21.49,941.39,616.26,43.61,3.95,2.58,9.73,-16.26,50.76,-162.62,40.301491,-3.838889,3/2/2025 16:1:48
162897,SensorData,21.49,941.39,616.26,43.61,2.41,5.19,4.94,-47.52,1.73,-83.21,40.301491,-3.838889,3/2/2025 16:1:48
162953,SensorData,21.48,941.34,616.68,43.57,-2.44,-6.45,11.82,-13.87,93.69,-77.97,40.301491,-3.838889,3/2/2025 16:1:48
163017,SensorData,21.48,941.34,616.68,43.57,1.96,2.84,7.05,-59.94,37.64,-158.28,40.301491,-3.838889,3/2/2025 16:1:48
163061,SensorData,21.48,941.34,616.71,43.59,-1.96,2.58,19.60,9.92,71.82,-125.63,40.301491,-3.838889,3/2/2025 16:1:48
163135,SensorData,21.48,941.34,616.71,43.59,1.80,2.53,7.40,-24.90,-52.24,-62.47,40.301491,-3.838889,3/2/2025 16:1:48
163201,SensorData,21.48,941.33,616.75,43.62,-2.13,0.32,19.61,9.34,5.64,-120.70,40.301491,-3.838889,3/2/2025 16:1:48
163245,SensorData,21.47,941.29,617.13,43.62,-1.48,-6.02,10.16,-8.95,51.45,-94.29,40.301491,-3.838889,3/2/2025 16:1:48
163269,SensorData,21.47,941.29,617.13,43.62,0.09,1.51,10.93,-13.43,61.23,-165.52,40.301491,-3.838889,3/2/2025 16:1:48
163783,SensorData,21.47,941.27,617.25,43.60,-0.46,4.79,9.37,-7.30,29.29,-128.69,40.301491,-3.838889,3/2/2025 16:1:49
163807,SensorData,21.47,941.25,617.44,43.64,-0.72,-0.74,9.45,0.75,20.12,-45.02,40.301491,-3.838889,3/2/2025 16:1:49
163843,SensorData,21.47,941.25,617.44,43.64,-0.45,-1.07,8.29,-9.11,8.69,-40.28,40.301491,-3.838889,3/2/2025 16:1:49
163897,SensorData,21.47,941.25,617.44,43.64,-0.56,-2.17,7.19,0.31,30.79,-51.12,40.301491,-3.838889,3/2/2025 16:1:49
163951,SensorData,21.47,941.25,617.47,43.66,-0.38,-0.30,8.80,-12.56,5.53,-46.41,40.301491,-3.838889,3/2/2025 16:1:49
164015,SensorData,21.47,941.20,617.89,43.66,-1.08,-1.81,8.85,8.68,9.86,-54.36,40.301491,-3.838889,3/2/2025 16:1:49
164061,SensorData,21.47,941.20,617.89,43.66,-0.85,-0.79,8.67,9.79,5.72,-36.17,40.301491,-3.838889,3/2/2025 16:1:49
164135,SensorData,21.47,941.26,617.35,43.67,-1.18,-2.74,9.15,15.98,4.08,-50.51,40.301491,-3.838889,3/2/2025 16:1:49
164199,SensorData,21.47,941.26,617.35,43.76,0.07,-0.37,8.38,-7.15,10.01,-64.11,40.301491,-3.838889,3/2/2025 16:1:49
164243,SensorData,21.46,941.22,617.75,43.76,1.30,0.25,9.99,26.58,6.05,-62.87,40.301491,-3.838889,3/2/2025 16:1:49
164267,SensorData,21.47,941.23,617.65,43.78,0.64,-1.43,6.71,-31.56,0.44,-40.21,40.301491,-3.838889,3/2/2025 16:1:49
164783,SensorData,21.47,941.23,617.65,43.78,1.73,-2.70,6.67,-7.75,21.29,-58.61,40.301491,-3.838889,3/2/2025 16:1:50
164807,SensorData,21.50,941.23,617.61,44.31,1.39,2.45,13.39,-7.27,142.59,-23.78,40.301491,-3.838889,3/2/2025 16:1:50
164851,SensorData,21.50,941.23,617.61,44.31,-1.57,0.06,15.85,-32.52,51.34,12.43,40.301491,-3.838889,3/2/2025 16:1:50
164895,SensorData,21.50,941.29,617.12,44.39,1.78,-0.20,10.75,9.05,-9.06,19.09,40.301491,-3.838889,3/2/2025 16:1:50
164903,[INFO] Apogee detected at 617.89 m
164946,SensorData,21.50,941.29,617.12,44.39,0.57,-1.44,9.16,6.42,-91.66,39.98,40.301491,-3.838889,3/2/2025 16:1:50
165020,SensorData,21.50,941.28,617.19,44.46,1.88,-3.48,6.00,41.77,-16.56,-5.40,40.301491,-3.838889,3/2/2025 16:1:50
165064,SensorData,21.51,941.33,616.74,44.48,-0.94,-2.00,8.74,-70.92,-21.58,66.24,40.301491,-3.838889,3/2/2025 16:1:50
165138,SensorData,21.51,941.33,616.74,44.48,1.01,1.11,9.84,2.74,30.59,67.44,40.301491,-3.838889,3/2/2025 16:1:50
165204,SensorData,21.51,941.32,616.87,44.49,0.04,-1.71,10.85,-37.79,-88.47,40.15,40.301491,-3.838889,3/2/2025 16:1:50
165238,SensorData,21.51,941.33,616.81,44.46,2.71,0.68,5.60,46.60,52.86,21.09,40.301491,-3.838889,3/2/2025 16:1:50
165272,SensorData,21.51,941.33,616.81,44.46,-3.42,-2.30,18.46,-2.47,81.18,7.77,40.301491,-3.838889,3/2/2025 16:1:50
165786,SensorData,21.51,941.33,616.81,44.46,-0.89,-1.86,11.02,7.50,-32.90,-17.68,40.301491,-3.838889,3/2/2025 16:1:51
165812,SensorData,21.52,941.40,616.12,44.38,0.52,2.76,9.99,49.17,-19.40,68.76,40.301491,-3.838889,3/2/2025 16:1:51
165846,SensorData,21.52,941.40,616.12,44.38,1.17,2.32,10.18,67.23,43.08,55.08,40.301491,-3.838889,3/2/2025 16:1:51
165900,SensorData,21.52,941.40,616.12,44.38,-0.67,0.69,15.79,-0.79,61.52,40.75,40.301491,-3.838889,3/2/2025 16:1:51
165954,SensorData,21.51,941.42,615.98,44.36,0.79,0.22,6.44,-9.74,-27.39,42.84,40.301491,-3.838889,3/2/2025 16:1:51
166018,SensorData,21.51,941.42,615.98,44.36,-1.82,1.38,7.86,-51.49,32.64,92.46,40.301491,-3.838889,3/2/2025 16:1:51
166064,SensorData,21.52,941.42,615.93,44.38,-0.68,-0.71,8.25,2.66,-31.65,45.94,40.301491,-3.838889,3/2/2025 16:1:51
166128,SensorData,21.52,941.42,615.93,44.38,1.43,2.83,8.26,75.58,60.19,24.79,40.301491,-3.838889,3/2/2025 16:1:51
166202,SensorData,21.52,941.42,615.99,44.35,1.31,-0.68,11.78,-17.55,-19.40,78.42,40.301491,-3.838889,3/2/2025 16:1:51
166236,SensorData,21.53,941.41,616.04,44.36,1.23,1.40,5.03,-25.93,40.95,134.22,40.301491,-3.838889,3/2/2025 16:1:51
166244,[INFO] Descent confirmed at 616.04 m
166248,[STATE] DESCENT
166253,[INFO] Parachute deployed!
166257,[STATE] PARACHUTE_DESCENT
166512,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
167012,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
167512,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
168012,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
168512,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
169012,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
169512,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
170012,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
170512,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
171012,FLIGHT: Descent rate: 0.00 m/s at altitude 616.04m
171262,[STATE] LANDED
